news_source,mfch_rating,allsides_url,url,bias_rating,twitter_link,twitter_user,twitter_user2,is_tweet,instagram_user,instagram_user2,gov_official,uncertainty,comments,html_files,actor,status_edrev,status_commfeed,count_commfeed,status_blind,status_third,sources_third,confidence
Rolf Hendriks,,https://www.allsides.com/news-source/rolf-hendriks-media-bias,NA,73,NA,NA,NA,0,NA,NA,NA,NA,NA,Rolf Hendriks.html,Author,checked0,checked0,62,checked0,checked0,NA,Low or Initial Rating
Roll Call,LEAST BIASED,https://www.allsides.com/news-source/roll-call-media-bias,NA,73,https://twitter.com/rollcall?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,rollcall,NA,1,NA,NA,NA,NA,NA,Roll Call.html,News Media,checked0,checked1,516,checked0,checked0,NA,Low or Initial Rating
RollingStone.com,LEFT,https://www.allsides.com/news-source/rolling-stone,http://www.rollingstone.com/,71,http://twitter.com/rollingstone,RollingStone,NA,1,rollingstone,NA,NA,NA,NA,RollingStone.com.html,News Media,checked0,checked1,2581,checked0,checked0,NA,na
Ron Suskind,,https://www.allsides.com/news-source/ron-suskind-media-bias,http://ronsuskind.com,73,https://twitter.com/ronsuskind,RonSuskind,NA,1,NA,NA,NA,NA,NA,Ron Suskind.html,Author,checked0,checked0,16,checked0,checked0,NA,Low or Initial Rating
Ross Douthat,,https://www.allsides.com/news-source/ross-douthat,NA,74,https://twitter.com/DouthatNYT,DouthatNYT,NA,1,NA,NA,NA,NA,NA,Ross Douthat.html,Author,checked0,checked1,401,checked0,checked0,NA,na
Russell Brandom,,https://www.allsides.com/news-source/russell-brandom-media-bias,NA,73,NA,NA,NA,0,NA,NA,NA,NA,NA,Russell Brandom.html,Author,checked0,checked0,47,checked0,checked0,NA,Low or Initial Rating
Ruth Marcus,,https://www.allsides.com/news-source/ruth-marcus,NA,72,https://twitter.com/RuthMarcus?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,RuthMarcus,NA,1,NA,NA,NA,NA,NA,Ruth Marcus.html,Author,checked0,checked1,523,checked0,checked0,NA,na
Ryan Bomberger,,https://www.allsides.com/news-source/ryan-bomberger-media-bias,NA,75,https://twitter.com/ryanbomberger?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ryanbomberger,NA,1,NA,NA,NA,NA,NA,Ryan Bomberger.html,Author,checked0,checked0,23,checked0,checked0,NA,Low or Initial Rating
Ryan Cooper,,https://www.allsides.com/news-source/ryan-cooper,NA,71,https://twitter.com/ryanlcooper?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ryanlcooper,NA,1,NA,NA,NA,NA,NA,Ryan Cooper.html,Author,checked0,checked1,714,checked0,checked0,NA,Low or Initial Rating
Ryan Cooper,,https://www.allsides.com/news-source/ryan-cooper-0,NA,71,NA,NA,NA,0,NA,NA,NA,NA,NA,Ryan Cooper.html,Author,checked0,checked1,714,checked0,checked0,NA,Low or Initial Rating
Ryan Long,,https://www.allsides.com/news-source/ryan-long-media-bias,https://www.ryanlongcomedy.com/,74,https://twitter.com/ryanlongcomedy,ryanlongcomedy,NA,1,ryanlongcomedy,NA,NA,NA,NA,Ryan Long.html,Humor & Satire,checked0,checked1,196,checked0,checked0,NA,Low or Initial Rating
S.E. Cupp,,https://www.allsides.com/news-source/se-cupp-media-bias,NA,74,https://twitter.com/secupp?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,secupp,NA,1,NA,NA,NA,NA,NA,S.E. Cupp.html,Author,checked0,checked1,267,checked0,checked0,NA,Low or Initial Rating
Saagar Enjeti,,https://www.allsides.com/news-source/saagar-enjeti-media-bias,NA,73,https://twitter.com/esaagar?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,esaagar,NA,1,NA,NA,NA,NA,NA,Saagar Enjeti.html,Author,checked0,checked1,359,checked0,checked0,NA,Low or Initial Rating
Sally Pipes,,https://www.allsides.com/news-source/sally-pipes,NA,75,https://twitter.com/sallypipes?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,sallypipes,NA,1,NA,NA,NA,NA,NA,Sally Pipes.html,Author,checked0,checked1,461,checked0,checked0,NA,na
Salon,LEFT,https://www.allsides.com/news-source/salon,http://www.salon.com/,71,https://twitter.com/Salon,Salon,NA,1,salonofficial,NA,NA,NA,NA,Salon.html,News Media,checked0,checked1,17100,checked0,checked0,NA,Medium
Sam Harris,,https://www.allsides.com/news-source/sam-harris-media-bias,https://samharris.org/,73,https://twitter.com/SamHarrisOrg?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,SamHarrisOrg,SamHarris,1,NA,NA,NA,1,professional and personal accounts,Sam Harris.html,Author,checked0,checked1,121,checked0,checked0,NA,Low or Initial Rating
Samantha Shireman,,https://www.allsides.com/news-source/samantha-shireman-media-bias,NA,72,NA,NA,NA,0,NA,NA,NA,NA,NA,Samantha Shireman.html,Author,checked0,checked0,49,checked0,checked0,NA,Low or Initial Rating
San Antonio Express-News,LEFT-CENTER,https://www.allsides.com/news-source/san-antonio-express-news-media-bias,https://www.expressnews.com/,73,https://twitter.com/ExpressNews?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ExpressNews,NA,1,NA,NA,NA,NA,NA,San Antonio Express-News.html,News Media,checked0,checked0,36,checked0,checked0,NA,Low or Initial Rating
San Bernardino Sun,RIGHT-CENTER,https://www.allsides.com/news-source/san-bernardino-sun-media-bias,https://www.sbsun.com/,73,https://twitter.com/sbsun?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,sbsun,NA,1,NA,NA,NA,NA,NA,San Bernardino Sun.html,News Media,checked0,checked0,41,checked0,checked0,NA,na
San Diego Union-Tribune,LEAST BIASED,https://www.allsides.com/news-source/san-diego-union-tribune-media-bias-0,https://www.sandiegouniontribune.com/,72,https://twitter.com/sdut?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,sdut,NA,1,NA,NA,NA,NA,NA,San Diego Union-Tribune.html,News Media,checked0,checked1,91,checked0,checked0,NA,na
San Francisco Chronicle,LEFT-CENTER,https://www.allsides.com/news-source/san-francisco-chronicle,NA,71,https://twitter.com/sfchronicle?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,sfchronicle,NA,1,NA,NA,NA,NA,NA,San Francisco Chronicle.html,News Media,checked0,checked1,1561,checked0,checked0,NA,Low or Initial Rating
San Gabriel Valley Tribune,LEAST BIASED,https://www.allsides.com/news-source/san-gabriel-valley-tribune-media-bias,https://www.sgvtribune.com/,73,https://twitter.com/SGVTribune,SGVTribune,NA,1,NA,NA,NA,NA,NA,San Gabriel Valley Tribune.html,News Media,checked0,checked0,54,checked0,checked0,NA,Low or Initial Rating
San Jose Mercury News,LEFT-CENTER,https://www.allsides.com/news-source/san-jose-mercury-news,http://www.mercurynews.com/,72,https://twitter.com/mercnews,mercnews,NA,1,mercnews,NA,NA,NA,NA,San Jose Mercury News.html,News Media,checked0,checked1,1049,checked0,checked0,NA,Low or Initial Rating
SBG,,https://www.allsides.com/news-source/sbg,NA,73,NA,NA,NA,0,NA,NA,NA,NA,NA,SBG.html,Author,checked0,checked1,162,checked0,checked0,NA,Low or Initial Rating
Science Daily,PRO-SCIENCE,https://www.allsides.com/news-source/science-daily,https://www.sciencedaily.com/,73,https://twitter.com/ScienceDaily,ScienceDaily,NA,1,sciencedailyofficial,NA,NA,NA,NA,Science Daily.html,News Media,checked0,checked1,966,checked0,checked0,NA,Low or Initial Rating
Scientific American,LEFT-CENTER,https://www.allsides.com/news-source/scientific-american,http://www.scientificamerican.com/,72,https://twitter.com/sciam,sciam,NA,1,scientific_american,NA,NA,NA,NA,Scientific American.html,News Media,checked0,checked1,2765,checked0,checked0,NA,Medium
Scott Adams,,https://www.allsides.com/news-source/scott-adams-media-bias,NA,73,https://twitter.com/ScottAdamsSays?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ScottAdamsSays,NA,1,NA,NA,NA,NA,NA,Scott Adams.html,Author,checked0,checked1,219,checked0,checked0,NA,Low or Initial Rating
Scott Brown,,https://www.allsides.com/news-source/scott-brown,https://www.scottbrown.com/,75,https://twitter.com/USSenScottBrown,USSenScottBrown,NA,1,senscottbrown,NA,NA,NA,NA,Scott Brown.html,"Candidate, Campaign or Advocate",checked0,checked1,277,checked0,checked0,NA,na
Scott Jennings,,https://www.allsides.com/news-source/scott-jennings-media-bias,NA,74,https://twitter.com/ScottJenningsKY?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ScottJenningsKY,NA,1,NA,NA,NA,NA,NA,Scott Jennings.html,Author,checked0,checked1,130,checked0,checked0,NA,Low or Initial Rating
Scott Stantis (cartoonist),,https://www.allsides.com/news-source/scott-stantis-cartoonist,NA,75,https://twitter.com/ScottStantis?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ScottStantis,NA,1,NA,NA,NA,NA,NA,Scott Stantis (cartoonist).html,Author,checked0,checked1,157,checked0,checked0,NA,na
Scott Walker,,https://www.allsides.com/news-source/scott-walker-media-bias,NA,74,https://twitter.com/ScottWalker?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ScottWalker,NA,1,NA,NA,NA,NA,NA,Scott Walker.html,"Candidate, Campaign or Advocate",checked0,checked1,121,checked0,checked0,NA,Low or Initial Rating
SCOTUSblog,LEAST BIASED,https://www.allsides.com/news-source/scotusblog-media-bias,https://www.scotusblog.com/,73,https://twitter.com/SCOTUSblog?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,SCOTUSblog,NA,1,NA,NA,NA,NA,NA,SCOTUSblog.html,News Media,checked0,checked1,85,checked0,checked0,NA,Low or Initial Rating
Scriberr Media - News,,https://www.allsides.com/news-source/scriberr-media-news-media-bias-0,NA,73,https://twitter.com/ScriberrNews,ScriberrNews,NA,1,scriberrnews,NA,NA,NA,NA,Scriberr Media - News.html,News Media,checked0,checked1,153,checked0,checked0,NA,Low or Initial Rating
Sean Haugh,,https://www.allsides.com/news-source/sean-haugh,https://seanhaugh.nationbuilder.com/,73,https://twitter.com/EmperorSean,EmperorSean,NA,1,NA,NA,NA,NA,NA,Sean Haugh.html,"Candidate, Campaign or Advocate",checked0,checked1,203,checked0,checked0,NA,na
Seth Tower Hurd,,https://www.allsides.com/news-source/seth-hower-turd-media-bias,NA,74,https://twitter.com/SethTowerHurd?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,SethTowerHurd,NA,1,NA,NA,NA,NA,NA,Seth Tower Hurd.html,Author,checked0,checked0,31,checked0,checked0,NA,High
SF Weekly,,https://www.allsides.com/news-source/sf-weekly,http://www.sfweekly.com/,73,https://twitter.com/sfweekly,SFWeekly,NA,1,NA,NA,NA,NA,NA,SF Weekly.html,News Media,checked0,checked1,717,checked0,checked0,NA,na
SFGate,LEFT-CENTER,https://www.allsides.com/news-source/sf-gate,http://www.sfgate.com/,72,https://twitter.com/sfgate/,sfgate,NA,1,sfgate,NA,NA,NA,NA,SFGate.html,News Media,checked0,checked1,1215,checked0,checked0,NA,na
Shannon Mannon,,https://www.allsides.com/news-source/shannon-mannon-media-bias,NA,72,NA,NA,NA,0,NA,NA,NA,1,media is a podcast and twitter is her personal,Shannon Mannon.html,Author,checked0,checked0,39,checked0,checked0,NA,Low or Initial Rating
Sharon Says So,,https://www.allsides.com/news-source/sharon-says-so-media-bias,https://www.sharonmcmahon.com/podcast,73,https://twitter.com/sharon_says_so,sharon_says_so,NA,1,NA,NA,NA,1,media is a podcast and twitter is her personal,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shelley Moore Capito,,https://www.allsides.com/news-source/shelley-moore-capito,http://www.capitoforsenate.com/,75,https://twitter.com/SenCapito?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,SenCapito,NA,1,sencapito,NA,NA,NA,NA,Shelley Moore Capito.html,"Candidate, Campaign or Advocate",checked0,checked1,153,checked0,checked0,NA,na
Signe Wilkinson (cartoonist),,https://www.allsides.com/news-source/signe-wilkinson-cartoonist,NA,71,https://twitter.com/SigneWilk?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,SigneWilk,NA,1,NA,NA,NA,NA,NA,Signe Wilkinson (cartoonist).html,Author,checked0,checked1,95,checked0,checked0,NA,na
Sky-Hi Daily News,,https://www.allsides.com/news-source/sky-hi-daily-news,http://www.skyhidailynews.com/,72,https://twitter.com/skyhinews,SkyHiNews,NA,1,NA,NA,NA,NA,NA,Sky-Hi Daily News.html,News Media,checked0,checked1,377,checked0,checked0,NA,na
Slate,LEFT,https://www.allsides.com/news-source/slate,https://slate.com/,71,https://twitter.com/Slate,Slate,NA,1,slate,NA,NA,NA,NA,Slate.html,News Media,checked1,checked1,13280,checked0,checked1,Third-Party Analysis: 2014 Pew Research Center Study - Where News Audiences Fit on the Political Spectrum,Low or Initial Rating
Small World (cartoonist),,https://www.allsides.com/news-source/small-world-cartoonist,NA,71,NA,NA,NA,0,NA,NA,NA,NA,NA,Small World (cartoonist).html,Author,checked0,checked1,89,checked0,checked0,NA,na
Smerconish,,https://www.allsides.com/news-source/smerconish-media-bias,http://www.smerconish.com,73,https://twitter.com/smerconish?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,smerconish,NA,1,NA,NA,NA,NA,NA,Smerconish.html,News Media,checked0,checked1,591,checked0,checked0,NA,Low or Initial Rating
Smithsonian Magazine,PRO-SCIENCE,https://www.allsides.com/news-source/smithsonian-magazine-media-bias,https://www.smithsonianmag.com/,73,https://twitter.com/SmithsonianMag?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,SmithsonianMag,NA,1,NA,NA,NA,NA,NA,Smithsonian Magazine.html,News Media,checked0,checked1,200,checked0,checked0,NA,Low or Initial Rating
Snopes,,https://www.allsides.com/news-source/snopes,http://www.snopes.com,72,https://twitter.com/snopes,snopes,NA,1,snopesdotcom,NA,NA,NA,NA,Snopes.html,Fact Check,checked1,checked1,6465,checked0,checked0,NA,Medium
Socialist Alternative,,https://www.allsides.com/news-source/socialist-alternative,http://www.socialistalternative.org/,71,https://twitter.com/SocialistAlt?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,SocialistAlt,NA,1,NA,NA,NA,NA,NA,Socialist Alternative.html,News Media,checked0,checked1,780,checked0,checked0,NA,Low or Initial Rating
South China Morning Post,LEFT-CENTER,https://www.allsides.com/news-source/south-china-morning-post-media-bias,NA,73,https://twitter.com/SCMPNews?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,SCMPNews,NA,1,NA,NA,NA,NA,NA,South China Morning Post.html,News Media,checked0,checked1,158,checked0,checked0,NA,Low or Initial Rating
Southern Poverty Law Center,,https://www.allsides.com/news-source/southern-poverty-law-center-media-bias,https://www.splcenter.org/,71,https://twitter.com/splcenter,splcenter,NA,1,splcenter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spectator USA,RIGHT-CENTER,https://www.allsides.com/news-source/spectator-usa-media-bias,NA,75,NA,NA,NA,0,NA,NA,NA,1,this one is British and the USA one: https://twitter.com/spectator?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Spectator USA.html,News Media,checked0,checked1,283,checked0,checked0,NA,Low or Initial Rating
Spiked,RIGHT,https://www.allsides.com/news-source/spiked-media-bias,https://www.spiked-online.com/,74,https://twitter.com/spikedonline?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,spikedonline,NA,1,NA,NA,NA,NA,NA,Spiked.html,News Media,checked0,checked1,112,checked0,checked0,NA,na
Splinter,LEFT,https://www.allsides.com/news-source/splinter-media-bias,NA,71,https://twitter.com/splinter_news,splinter_news,NA,1,NA,NA,NA,NA,NA,Splinter.html,News Media,checked0,checked1,389,checked0,checked0,NA,Low or Initial Rating
Spokesman Review,LEAST BIASED,https://www.allsides.com/news-source/spokesman-review,http://www.spokesman.com/,72,https://twitter.com/SpokesmanReview,SpokesmanReview,NA,1,spokesmanreview,NA,NA,NA,NA,Spokesman Review.html,News Media,checked0,checked1,591,checked0,checked0,NA,Low or Initial Rating
Spread Great Ideas,,https://www.allsides.com/news-source/spread-great-ideas-media-bias,NA,73,https://twitter.com/spreadgoodideas,SpreadGoodIdeas,NA,1,NA,NA,NA,NA,NA,Spread Great Ideas.html,Author,checked0,checked0,18,checked0,checked0,NA,Low or Initial Rating
St. Louis Post-Dispatch,LEFT-CENTER,https://www.allsides.com/news-source/st-louis-post-dispatch-media-bias,https://www.stltoday.com/,73,https://twitter.com/stltoday?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,stltoday,NA,1,NA,NA,NA,NA,NA,St. Louis Post-Dispatch.html,News Media,checked0,checked0,27,checked0,checked0,NA,Low or Initial Rating
Stacey Abrams,,https://www.allsides.com/news-source/stacey-abrams-media-bias,NA,72,https://twitter.com/staceyabrams?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,staceyabrams,NA,1,NA,NA,NA,NA,NA,Stacey Abrams.html,Author,checked0,checked1,373,checked0,checked0,NA,Low or Initial Rating
Star Tribune,LEFT-CENTER,https://www.allsides.com/news-source/star-tribune-media-bias,http://www.startribune.com/,72,https://twitter.com/StarTribune,StarTribune,NA,1,startribune,NA,NA,NA,NA,Star Tribune.html,News Media,checked0,checked1,153,checked0,checked0,NA,Low or Initial Rating
STAT,LEFT-CENTER,https://www.allsides.com/news-source/stat-media-bias,https://www.statnews.com/,73,https://twitter.com/statnews?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,statnews,NA,1,NA,NA,NA,NA,NA,STAT.html,News Media,checked0,checked0,43,checked0,checked0,NA,Low or Initial Rating
State Journal,,https://www.allsides.com/news-source/state-journal,http://www.state-journal.com/,72,https://twitter.com/statejournal?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,statejournal,NA,1,NA,NA,NA,NA,NA,State Journal.html,News Media,checked0,checked1,532,checked0,checked0,NA,Low or Initial Rating
Steve Benson (cartoonist),,https://www.allsides.com/news-source/steve-benson-cartoonist,NA,71,https://twitter.com/stevebenson_az,stevebenson_az,NA,1,NA,NA,NA,NA,NA,Steve Benson (cartoonist).html,Author,checked0,checked1,173,checked0,checked0,NA,na
Steve Breen (cartoonist),,https://www.allsides.com/news-source/steve-breen-cartoonist,NA,73,https://twitter.com/sdutbreen,sdutBreen,NA,1,NA,NA,NA,NA,NA,Steve Breen (cartoonist).html,Author,checked0,checked1,147,checked0,checked0,NA,na
Steve Forbes,,https://www.allsides.com/news-source/steve-forbes-media-bias,https://www.forbes.com/sites/steveforbes/,74,https://twitter.com/SteveForbesCEO?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,SteveForbesCEO,NA,1,NA,NA,NA,NA,NA,Steve Forbes.html,Author,checked0,checked1,201,checked0,checked0,NA,Low or Initial Rating
Steve Kelley (cartoonist),,https://www.allsides.com/news-source/steve-kelley-cartoonist,NA,75,NA,NA,NA,0,NA,NA,NA,NA,NA,Steve Kelley (cartoonist).html,Author,checked0,checked1,96,checked0,checked0,NA,na
Steve Sack (cartoonist),,https://www.allsides.com/news-source/steve-sack-cartoonist,NA,71,https://twitter.com/thatstevesack,ThatSteveSack,NA,1,NA,NA,NA,NA,NA,Steve Sack (cartoonist).html,Author,checked0,checked1,119,checked0,checked0,NA,na
Steven Petrow,,https://www.allsides.com/news-source/steven-petrow-media-bias,NA,73,https://twitter.com/StevenPetrow?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,StevenPetrow,NA,1,NA,NA,NA,NA,NA,Steven Petrow.html,Author,checked0,checked0,27,checked0,checked0,NA,Low or Initial Rating
Stimson Center,,https://www.allsides.com/news-source/stimson-center-media-bias,https://www.stimson.org/,73,https://twitter.com/StimsonCenter?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,StimsonCenter,NA,1,NA,NA,NA,NA,NA,Stimson Center.html,Reference,checked0,checked0,29,checked0,checked0,NA,Low or Initial Rating
Stimson Center,,https://www.allsides.com/news-source/stimson-center,NA,74,NA,NA,NA,0,NA,NA,NA,1,unclear why they have different r of atingsbias,Stimson Center.html,Reference,checked0,checked0,29,checked0,checked0,NA,Low or Initial Rating
StoryCorps,,https://www.allsides.com/news-source/storycorps-media-bias,https://storycorps.org/,2707,https://twitter.com/StoryCorps?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,StoryCorps,NA,1,NA,NA,NA,NA,NA,StoryCorps.html,News Media,checked0,checked1,235,checked0,checked0,NA,Low or Initial Rating
Stuart Carlson (cartoonist),,https://www.allsides.com/news-source/stuart-carlson-cartoonist,NA,71,NA,NA,NA,0,NA,NA,NA,NA,NA,Stuart Carlson (cartoonist).html,Author,checked0,checked1,116,checked0,checked0,NA,na
Students For Life,,https://www.allsides.com/news-source/students-life-media-bias,NA,74,NA,NA,NA,0,NA,NA,NA,1,"unclear what it refers to, multiple similar accounts - but maybe this one: https://twitter.com/StudentsforLife?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor",Students For Life.html,News Media,checked0,checked0,71,checked0,checked0,NA,Low or Initial Rating
Subverse,,https://www.allsides.com/news-source/subverse-media-bias,NA,73,NA,NA,NA,0,NA,NA,NA,NA,NA,Subverse.html,News Media,checked0,checked1,225,checked0,checked0,NA,Low or Initial Rating
Sukhayl Niyazov,,https://www.allsides.com/news-source/sukhayl-niyazov-media-bias,NA,73,https://twitter.com/sukhayl_niyazov,Sukhayl_Niyazov,NA,1,NA,NA,NA,NA,NA,Sukhayl Niyazov.html,Author,checked0,checked0,60,checked0,checked0,NA,Low or Initial Rating
Sunlight Foundation,,https://www.allsides.com/news-source/sunlight-foundation,NA,73,https://twitter.com/sunfoundation,SunFoundation,NA,1,NA,NA,NA,NA,NA,Sunlight Foundation.html,Reference,checked0,checked1,324,checked0,checked0,NA,Low or Initial Rating
Suspend Belief Podcast,,https://www.allsides.com/news-source/suspend-belief-podcast,http://suspendbeliefpodcast.com/,2707,https://mobile.twitter.com/sbeliefpodcast,SBeliefPodcast,NA,1,NA,NA,NA,NA,NA,Suspend Belief Podcast.html,News Media,checked0,checked1,398,checked0,checked0,NA,Low or Initial Rating
Tablet Mag,RIGHT-CENTER,https://www.allsides.com/news-source/tablet-mag-media-bias,https://www.tabletmag.com/,74,https://twitter.com/tabletmag?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,tabletmag,NA,1,NA,NA,NA,NA,NA,Tablet Mag.html,News Media,checked0,checked0,55,checked0,checked0,NA,Low or Initial Rating
Tallahassee Democrat,RIGHT-CENTER,https://www.allsides.com/news-source/tallahassee-democrat,http://www.tallahassee.com/,73,https://twitter.com/TDOnline?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,TDOnline,NA,1,NA,NA,NA,NA,NA,Tallahassee Democrat.html,News Media,checked0,checked1,626,checked0,checked0,NA,Low or Initial Rating
Tammy Duckworth,,https://www.allsides.com/news-source/tammy-duckworth-media-bias,NA,72,https://twitter.com/SenDuckworth?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,SenDuckworth,NA,1,1,NA,NA,NA,NA,Tammy Duckworth.html,"Candidate, Campaign or Advocate",checked0,checked0,48,checked0,checked0,NA,Low or Initial Rating
Tampa Bay Times,LEFT-CENTER,https://www.allsides.com/news-source/tampa-bay-times-media-bias,https://www.tampabay.com/,73,https://twitter.com/TB_Times?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,TB_Times,NA,1,NA,NA,NA,NA,NA,Tampa Bay Times.html,News Media,checked0,checked0,56,checked0,checked0,NA,Low or Initial Rating
Tara Parekh,,https://www.allsides.com/news-source/tara-parekh-media-bias,NA,72,NA,NA,NA,0,NA,NA,NA,NA,NA,Tara Parekh.html,Author,checked0,checked0,26,checked0,checked0,NA,Low or Initial Rating
Tech Xplore,PRO-SCIENCE,https://www.allsides.com/news-source/tech-xplore-media-bias,http://techxplore.com,73,https://twitter.com/TechXplore_com?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,TechXplore_com,NA,1,NA,NA,NA,NA,NA,Tech Xplore.html,News Media,checked0,checked0,50,checked0,checked0,NA,Low or Initial Rating
TechCrunch,LEFT-CENTER,https://www.allsides.com/news-source/techcrunch-media-bias,http://techcrunch.com/,73,https://twitter.com/TechCrunch?ref_src=twsrcgoogletwcampserptwgrauthor,TechCrunch,NA,1,techcrunch,NA,NA,NA,NA,TechCrunch.html,News Media,checked0,checked1,871,checked0,checked0,NA,Low or Initial Rating
Ted Rall (cartoonist),,https://www.allsides.com/news-source/ted-rall-cartoonist,NA,71,https://twitter.com/TedRall?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,TedRall,NA,1,NA,NA,NA,NA,NA,Ted Rall (cartoonist).html,Author,checked0,checked1,133,checked0,checked0,NA,na
Teen Vogue,LEFT,https://www.allsides.com/news-source/teen-vogue,http://www.teenvogue.com/,72,https://twitter.com/TeenVogue?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,TeenVogue,NA,1,NA,NA,NA,NA,NA,Teen Vogue.html,News Media,checked0,checked1,1102,checked0,checked0,NA,Low or Initial Rating
Terri Lynn Land,,https://www.allsides.com/news-source/terri-lynn-land,https://terrilynnland.com/,75,https://twitter.com/TerriLLand,TerriLLand,NA,1,NA,NA,NA,NA,NA,Terri Lynn Land.html,"Candidate, Campaign or Advocate",checked0,checked1,122,checked0,checked0,NA,na
The Advocate,LEFT,https://www.allsides.com/news-source/advocate-media-bias,NA,72,https://twitter.com/theadvocatemag,TheAdvocateMag,NA,1,NA,NA,NA,NA,NA,The Advocate.html,News Media,checked0,checked1,88,checked0,checked0,NA,Low or Initial Rating
The Advocate-Messenger,,https://www.allsides.com/news-source/advocate-messenger,http://www.centralkynews.com/amnews/,72,https://twitter.com/amnewsonline,amnewsonline,NA,1,NA,NA,NA,NA,NA,The Advocate-Messenger.html,News Media,checked0,checked1,489,checked0,checked0,NA,Low or Initial Rating
The American Conservative,RIGHT-CENTER,https://www.allsides.com/news-source/american-conservative-media-bias,http://www.theamericanconservative.com,74,https://twitter.com/amconmag?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,amconmag,NA,1,NA,NA,NA,NA,NA,The American Conservative.html,News Media,checked0,checked1,697,checked0,checked0,NA,Low or Initial Rating
The American Mind,RIGHT-CENTER,https://www.allsides.com/news-source/american-mind-media-bias,https://americanmind.org/,74,https://twitter.com/theammind,theammind,NA,1,theamericanmind,NA,NA,NA,NA,The American Mind.html,News Media,checked0,checked1,110,checked0,checked0,NA,Medium
