news_source,mfch_rating,allsides_url,url,bias_rating,twitter_link,twitter_user,twitter_user2,is_tweet,instagram_user,instagram_user2,gov_official,uncertainty,comments,html_files,actor,status_edrev,status_commfeed,count_commfeed,status_blind,status_third,sources_third,confidence
Mercatus Center,,https://www.allsides.com/news-source/mercatus-center-media-bias,https://www.mercatus.org/,74,https://twitter.com/mercatus?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,mercatus,NA,1,NA,NA,NA,NA,NA,Mercatus Center.html,Think Tank / Policy Group,checked0,checked0,45,checked0,checked0,NA,Medium
Meridian Magazine,,https://www.allsides.com/news-source/meridian-magazine-media-bias,NA,74,https://twitter.com/themeridianmag,themeridianmag,NA,1,NA,NA,NA,NA,NA,Meridian Magazine.html,News Media,checked0,checked0,12,checked0,checked0,NA,Low or Initial Rating
Metro Weekly,,https://www.allsides.com/news-source/metro-weekly-media-bias,https://www.metroweekly.com/,71,https://twitter.com/metroweekly?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,metroweekly,NA,1,NA,NA,NA,NA,NA,Metro Weekly.html,News Media,checked0,checked0,22,checked0,checked0,NA,Low or Initial Rating
Miami Herald,LEFT-CENTER,https://www.allsides.com/news-source/miami-herald,http://www.miamiherald.com/,72,https://twitter.com/@MiamiHerald,MiamiHerald,NA,1,miamiherald,NA,NA,NA,NA,Miami Herald.html,News Media,checked0,checked1,931,checked0,checked0,NA,Low or Initial Rating
Micaela Ricaforte,,https://www.allsides.com/news-source/micaela-ricaforte-media-bias,NA,73,NA,NA,NA,0,NA,NA,NA,NA,NA,Micaela Ricaforte.html,Author,checked0,checked0,59,checked0,checked0,NA,Low or Initial Rating
Michael A. Cohen,,https://www.allsides.com/news-source/michael-cohen-media-bias,NA,72,https://twitter.com/michaelcohen212,MichaelCohen212,NA,1,NA,NA,NA,NA,NA,Michael A. Cohen.html,Author,checked0,checked0,15,checked0,checked0,NA,Low or Initial Rating
Michael Barone,,https://www.allsides.com/news-source/michael-barone,NA,74,https://twitter.com/MichaelBarone?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,MichaelBarone,NA,1,NA,NA,NA,NA,NA,Michael Barone.html,Author,checked0,checked1,309,checked0,checked0,NA,na
Michael Bloomberg,,https://www.allsides.com/news-source/michael-bloomberg,NA,72,https://twitter.com/MikeBloomberg?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,MikeBloomberg,NA,1,NA,NA,NA,NA,NA,Michael Bloomberg.html,"Candidate, Campaign or Advocate",checked0,checked1,192,checked0,checked0,NA,Low or Initial Rating
Michael Brendan Dougherty,,https://www.allsides.com/news-source/michael-brendan-dougherty,NA,74,https://twitter.com/michaelbd?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,michaelbd,NA,1,NA,NA,NA,NA,NA,Michael Brendan Dougherty.html,Author,checked0,checked1,328,checked0,checked0,NA,Low or Initial Rating
Michael Gerson,,https://www.allsides.com/news-source/michael-gerson,NA,74,https://twitter.com/MJGerson?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,MJGerson,NA,1,NA,NA,NA,NA,NA,Michael Gerson.html,Author,checked0,checked1,333,checked0,checked0,NA,na
Michael Goodwin,,https://www.allsides.com/news-source/michael-goodwin,NA,75,https://twitter.com/mgoodwin_nypost?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,mgoodwin_nypost,NA,1,NA,NA,NA,NA,NA,Michael Goodwin.html,Author,checked0,checked1,418,checked0,checked0,NA,Low or Initial Rating
Michael Graham,,https://www.allsides.com/news-source/michael-graham-media-bias,NA,75,https://twitter.com/IAMMGraham?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,IAMMGraham,NA,1,NA,NA,NA,NA,NA,Michael Graham.html,Author,checked0,checked1,117,checked0,checked0,NA,Low or Initial Rating
Michael Kinsley,,https://www.allsides.com/news-source/michael-kinsley,NA,71,https://twitter.com/michaelkinsley,michaelkinsley,NA,1,NA,NA,NA,1,"pretty sure it is his twitter account, but it does not have a lot of tweets",Michael Kinsley.html,Author,checked0,checked1,236,checked0,checked0,NA,Medium
Michael Medved,,https://www.allsides.com/news-source/michael-medved,NA,75,https://twitter.com/medvedshow,MedvedSHOW,NA,1,NA,NA,NA,NA,NA,Michael Medved.html,Author,checked0,checked1,381,checked0,checked0,NA,Low or Initial Rating
Michael Ramirez (cartoonist),,https://www.allsides.com/news-source/michael-ramirez-cartoonist,NA,75,https://twitter.com/Ramireztoons?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Ramireztoons,NA,1,NA,NA,NA,NA,NA,Michael Ramirez (cartoonist).html,Author,checked0,checked1,258,checked0,checked0,NA,na
Michael Strong,,https://www.allsides.com/news-source/michael-strong-media-bias,NA,74,NA,NA,NA,0,NA,NA,NA,1,several accounts? https://twitter.com/stillstrongttu OR https://twitter.com/flowidealism I think it is the first one,Michael Strong.html,Author,checked0,checked0,37,checked0,checked0,NA,Low or Initial Rating
Michael Tauberg,,https://www.allsides.com/news-source/michael-tauberg-media-bias,NA,73,NA,NA,NA,0,NA,NA,NA,NA,NA,Michael Tauberg.html,Author,checked0,checked0,44,checked0,checked0,NA,Low or Initial Rating
Michele Nunn,,https://www.allsides.com/news-source/michele-nunn,http://www.michellenunn.com/splash,71,https://twitter.com/MichelleNunn?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,MichelleNunn,NA,1,NA,NA,NA,NA,NA,Michele Nunn.html,"Candidate, Campaign or Advocate",checked0,checked1,131,checked0,checked0,NA,na
Michelle Alexander,,https://www.allsides.com/news-source/michelle-alexander-media-bias,NA,72,NA,NA,NA,0,NA,NA,NA,1,"https://twitter.com/thenewjimcrow - the book twitter but not his personal twitter, which might not even exist, I could not find it",Michelle Alexander.html,Author,checked0,checked1,294,checked0,checked0,NA,Low or Initial Rating
Michelle Goldberg,,https://www.allsides.com/news-source/michelle-goldberg-media-bias,NA,71,https://twitter.com/michelleinbklyn?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,michelleinbklyn,NA,1,NA,NA,NA,NA,NA,Michelle Goldberg.html,Author,checked0,checked1,244,checked0,checked0,NA,Low or Initial Rating
Michelle Malkin,,https://www.allsides.com/news-source/michelle-malkin,NA,75,https://twitter.com/michellemalkin?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,michellemalkin,NA,1,NA,NA,NA,NA,NA,Michelle Malkin.html,Author,checked0,checked1,815,checked0,checked0,NA,na
MichelleMalkin.com,,https://www.allsides.com/news-source/michellemalkincom,http://michellemalkin.com/,75,NA,NA,NA,0,NA,NA,NA,NA,NA,MichelleMalkin.com.html,News Media,checked0,checked1,1009,checked0,checked0,NA,na
Michigan Daily,,https://www.allsides.com/news-source/michigan-daily,https://www.michigandaily.com/,72,https://twitter.com/michigandaily?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,michigandaily,NA,1,NA,NA,NA,NA,NA,Michigan Daily.html,News Media,checked0,checked1,586,checked0,checked0,NA,Low or Initial Rating
Mike Huckabee,,https://www.allsides.com/news-source/mike-huckabee-media-bias,NA,74,https://twitter.com/GovMikeHuckabee?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,GovMikeHuckabee,NA,1,1,NA,NA,NA,NA,Mike Huckabee.html,Author,checked0,checked1,200,checked0,checked0,NA,Low or Initial Rating
Mike Lester (cartoonist),,https://www.allsides.com/news-source/mike-lester-cartoonist,NA,75,https://twitter.com/MikeLester?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,MikeLester,NA,1,NA,NA,NA,NA,NA,Mike Lester (cartoonist).html,Author,checked0,checked1,85,checked0,checked0,NA,na
Mike Luckovich (cartoonist),,https://www.allsides.com/news-source/mike-luckovich-cartoonist,NA,71,https://twitter.com/mluckovichajc,mluckovichajc,NA,1,NA,NA,NA,NA,NA,Mike Luckovich (cartoonist).html,Author,checked0,checked1,285,checked0,checked0,NA,na
Mike Pence,,https://www.allsides.com/news-source/mike-pence-media-bias,NA,75,https://twitter.com/Mike_Pence?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Mike_Pence,NA,1,1,NA,NA,NA,NA,Mike Pence.html,Author,checked0,checked1,398,checked0,checked0,NA,Low or Initial Rating
Mike Thompson (cartoonist),,https://www.allsides.com/news-source/mike-thompson-cartoonist,NA,73,https://twitter.com/thompsontoons,ThompsonToons,NA,1,NA,NA,NA,NA,NA,Mike Thompson (cartoonist).html,Author,checked0,checked1,170,checked0,checked0,NA,na
Military Times,LEAST BIASED,https://www.allsides.com/news-source/military-times-media-bias,https://www.militarytimes.com/,73,https://twitter.com/MilitaryTimes?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,MilitaryTimes,NA,1,NA,NA,NA,NA,NA,Military Times.html,News Media,checked0,checked1,301,checked0,checked0,NA,Low or Initial Rating
Miranda Devine,,https://www.allsides.com/news-source/miranda-devine-media-bias,NA,75,https://twitter.com/mirandadevine?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,mirandadevine,NA,1,NA,NA,NA,NA,NA,Miranda Devine.html,Author,checked0,checked0,59,checked0,checked0,NA,Low or Initial Rating
Mises Institute,,https://www.allsides.com/news-source/mises-institute-media-bias,https://mises.org/,74,https://twitter.com/mises?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,mises,NA,1,NA,NA,NA,NA,NA,Mises Institute.html,Think Tank / Policy Group,checked0,checked1,118,checked0,checked0,NA,Low or Initial Rating
Misinformation Review,,https://www.allsides.com/news-source/misinformation-review-media-bias,https://misinforeview.hks.harvard.edu/,73,https://twitter.com/ShorensteinCtr,ShorensteinCtr,NA,1,NA,NA,NA,NA,NA,Misinformation Review.html,News Media,checked0,checked1,84,checked0,checked0,NA,Low or Initial Rating
Mismatch.org,,https://www.allsides.com/news-source/mismatchorg-media-bias,https://www.mismatch.org/,2707,NA,NA,NA,0,NA,NA,NA,NA,NA,Mismatch.org.html,News Media,checked0,checked1,262,checked0,checked0,NA,High
MIT News,,https://www.allsides.com/news-source/mit-news,http://news.mit.edu,73,https://twitter.com/mit,mit,NA,1,mitpics,mitnews,NA,NA,NA,MIT News.html,News Media,checked0,checked1,575,checked0,checked0,NA,Low or Initial Rating
Mitch McConnell,,https://www.allsides.com/news-source/mitch-mcconnell,http://www.teammitch.com,75,https://twitter.com/LeaderMcConnell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,LeaderMcConnell,NA,1,mcconnellpress,NA,NA,NA,NA,Mitch McConnell.html,"Candidate, Campaign or Advocate",checked0,checked1,511,checked0,checked0,NA,na
Mitt Romney,,https://www.allsides.com/news-source/mitt-romney,NA,74,https://twitter.com/MittRomney?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,MittRomney,NA,1,NA,NA,NA,NA,NA,Mitt Romney.html,"Candidate, Campaign or Advocate",checked0,checked1,568,checked0,checked0,NA,na
Mitu,,https://www.allsides.com/news-source/mit-media-bias,NA,71,https://twitter.com/wearemitu?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,wearemitu,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monica Guzman, Braver Angels",,https://www.allsides.com/news-source/mon-ca-guzman-braver-angels-media-bias,https://braverangels.org/,72,https://twitter.com/moniguzman?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,moniguzman,braverangels,1,NA,NA,NA,1,one handle is her personal one and another is for braver angels,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morgan Jacobsen,,https://www.allsides.com/news-source/morgan-jacobsen,NA,73,NA,NA,NA,0,NA,NA,NA,1,several accounts with the same name?,Morgan Jacobsen.html,Author,checked0,checked1,205,checked0,checked0,NA,na
Morning Wire,,https://www.allsides.com/news-source/morning-wire-media-bias,https://www.dailywire.com/show/morning-wire,74,https://twitter.com/realDailyWire,realDailyWire,NA,1,NA,NA,NA,NA,NA,Morning Wire.html,Podcast,checked0,checked0,10,checked0,checked0,NA,Low or Initial Rating
Mother Jones,LEFT-CENTER,https://www.allsides.com/news-source/mother-jones-bias,http://www.motherjones.com/,71,https://twitter.com/@MotherJones,MotherJones,NA,1,motherjonesmag,NA,NA,NA,NA,Mother Jones.html,News Media,checked0,checked1,17853,checked0,checked0,NA,na
MSNBC,LEFT,https://www.allsides.com/news-source/msnbc,http://www.msnbc.com/,71,https://twitter.com/MSNBC,MSNBC,NA,1,msnbc,NA,NA,NA,NA,MSNBC.html,News Media,checked0,checked1,27130,checked0,checked1,Third-Party Analysis: 2014 Pew Research Center Study - Where News Audiences Fit on the Political Spectrum,Medium
MTV News Online,,https://www.allsides.com/news-source/mtv-news-online-media-bias,http://www.mtv.com/news/,72,https://twitter.com/mtvnews,MTVNEWS,NA,1,NA,NA,NA,NA,NA,MTV News Online.html,News Media,checked0,checked1,432,checked0,checked0,NA,na
Multiple Writers - Center,,https://www.allsides.com/news-source/multiple-writers-center-media-bias,NA,73,NA,NA,NA,0,NA,NA,NA,NA,NA,Multiple Writers - Center.html,Author,checked0,checked0,55,checked0,checked0,NA,Low or Initial Rating
Multiple Writers - Lean Left,,https://www.allsides.com/news-source/multiple-writers-lean-left-media-bias,NA,72,NA,NA,NA,0,NA,NA,NA,NA,NA,Multiple Writers - Lean Left.html,Author,checked0,checked0,34,checked0,checked0,NA,Medium
Multiple Writers - Lean Right,,https://www.allsides.com/news-source/multiple-writers-lean-right-media-bias,NA,74,NA,NA,NA,0,NA,NA,NA,NA,NA,Multiple Writers - Lean Right.html,Author,checked0,checked0,33,checked0,checked0,NA,Low or Initial Rating
Multiple Writers - Left,,https://www.allsides.com/news-source/multiple-writers-left-media-bias,NA,71,NA,NA,NA,0,NA,NA,NA,NA,NA,Multiple Writers - Left.html,Author,checked0,checked0,15,checked0,checked0,NA,Medium
Multiple Writers - Mixed,,https://www.allsides.com/news-source/multiple-writers-media-bias,NA,2707,NA,NA,NA,0,NA,NA,NA,NA,NA,Multiple Writers - Mixed.html,Author,checked0,checked0,52,checked0,checked0,NA,Medium
Multiple Writers - Right,,https://www.allsides.com/news-source/multiple-writers-right-media-bias,NA,75,NA,NA,NA,0,NA,NA,NA,NA,NA,Multiple Writers - Right.html,Author,checked0,checked0,23,checked0,checked0,NA,Low or Initial Rating
NAACP,,https://www.allsides.com/news-source/naacp,NA,72,https://twitter.com/NAACP?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,NAACP,NA,1,NA,NA,NA,NA,NA,NAACP.html,Think Tank / Policy Group,checked0,checked1,1166,checked0,checked0,NA,na
Natalie Tennant,,https://www.allsides.com/news-source/natalie-tennant,http://natalietennant.com/,71,https://twitter.com/NatalieforWV,NatalieforWV,NA,1,natalieforwv,NA,NA,NA,NA,Natalie Tennant.html,"Candidate, Campaign or Advocate",checked0,checked1,243,checked0,checked0,NA,na
National Abortion and Reproductive Rights Action League,,https://www.allsides.com/news-source/national-abortion-and-reproductive-rights-action-league,NA,72,https://twitter.com/naral,NARAL,NA,1,NA,NA,NA,NA,NA,National Abortion and Reproductive Rights Action League.html,,checked0,checked1,489,checked0,checked0,NA,na
National Coalition for Dialogue and Debate,,https://www.allsides.com/news-source/national-coalition-dialogue-and-debate-media-bias,http://ncdd.org/,2707,https://twitter.com/ncdd,ncdd,NA,1,NA,NA,NA,NA,NA,National Coalition for Dialogue and Debate.html,Dialogue & Debate,checked0,checked0,34,checked0,checked0,NA,Low or Initial Rating
National Committee to Preserve Social Security and Medicare,,https://www.allsides.com/news-source/national-committee-preserve-social-security-and-medicare,http://www.ncpssm.org,71,https://twitter.com/NCPSSM?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,NCPSSM,NA,1,NA,NA,NA,NA,NA,National Committee to Preserve Social Security and Medicare.html,Think Tank / Policy Group,checked0,checked1,570,checked0,checked0,NA,na
National Constitution Center,,https://www.allsides.com/news-source/national-constitution-center-media-bias,NA,73,https://twitter.com/ConstitutionCtr?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ConstitutionCtr,NA,1,NA,NA,NA,NA,NA,National Constitution Center.html,Reference,checked0,checked1,279,checked0,checked0,NA,Low or Initial Rating
National Conversation Project,,https://www.allsides.com/news-source/national-conversation-project-media-bias,https://www.listenfirstproject.org,2707,https://twitter.com/USConvoProject,USConvoProject,NA,1,nationalconversationproject,NA,NA,NA,NA,National Conversation Project.html,Dialogue & Debate,checked0,checked0,61,checked0,checked0,NA,High
National Federation of Independent Business,,https://www.allsides.com/news-source/national-federation-independent-business-media-bias,https://www.nfib.com/,74,https://twitter.com/NFIB?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,NFIB,NA,1,NA,NA,NA,NA,NA,National Federation of Independent Business.html,Think Tank / Policy Group,checked0,checked0,35,checked0,checked0,NA,Low or Initial Rating
National Federation of Independent Businesses,,https://www.allsides.com/news-source/national-federation-independent-businesses,NA,74,NA,NA,NA,0,NA,NA,NA,NA,NA,National Federation of Independent Businesses.html,,checked0,checked1,276,checked0,checked0,NA,na
National Geographic,PRO-SCIENCE,https://www.allsides.com/news-source/national-geographic-media-bias,https://www.nationalgeographic.com/,73,https://twitter.com/NatGeo,NatGeo,NA,1,natgeo,NA,NA,NA,NA,National Geographic.html,News Media,checked0,checked1,380,checked0,checked0,NA,Low or Initial Rating
National Interest,,https://www.allsides.com/news-source/national-interest,http://nationalinterest.org/,73,https://twitter.com/thenatlinterest,thenatlinterest,NA,1,NA,NA,NA,NA,NA,National Interest.html,Think Tank / Policy Group,checked0,checked1,648,checked0,checked0,NA,Low or Initial Rating
National Journal,LEAST BIASED,https://www.allsides.com/news-source/national-journal,http://www.nationaljournal.com/,73,https://twitter.com/nationaljournal?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,nationaljournal,NA,1,NA,NA,NA,NA,NA,National Journal.html,News Media,checked0,checked1,1886,checked0,checked0,NA,na
National Organization for Women,,https://www.allsides.com/news-source/national-organization-women,NA,72,https://twitter.com/NationalNOW?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,NationalNOW,NA,1,NA,NA,NA,NA,NA,National Organization for Women.html,,checked0,checked1,702,checked0,checked0,NA,na
National Review,RIGHT,https://www.allsides.com/news-source/national-review,http://www.nationalreview.com/,75,https://twitter.com/@nro,nro,NA,1,nationalreview,NA,NA,NA,NA,National Review.html,News Media,checked1,checked1,27010,checked1,checked0,NA,Medium
National Review Fact Check,,https://www.allsides.com/news-source/forgotten-fact-checks-national-review-media-bias,https://www.nationalreview.com/forgotten-fact-checks/,75,https://twitter.com/NRO,NRO,NA,1,NA,NA,NA,NA,NA,National Review Fact Check.html,Fact Check,checked1,checked1,137,checked0,checked0,NA,Medium
National Rifle Association,,https://www.allsides.com/news-source/national-rifle-association,NA,74,https://twitter.com/NRA?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,NRA,NA,1,NA,NA,NA,NA,NA,National Rifle Association.html,,checked0,checked1,715,checked0,checked0,NA,na
National Right to Life Committee,,https://www.allsides.com/news-source/national-right-life-committee,NA,74,https://twitter.com/nrlc?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,nrlc,NA,1,NA,NA,NA,NA,NA,National Right to Life Committee.html,,checked0,checked1,482,checked0,checked0,NA,na
National Taxpayers Union,,https://www.allsides.com/news-source/national-taxpayers-union,NA,74,https://twitter.com/NTU?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,NTU,NA,1,NA,NA,NA,NA,NA,National Taxpayers Union.html,,checked0,checked1,377,checked0,checked0,NA,na
Nature.com,,https://www.allsides.com/news-source/naturecom-media-bias,https://www.nature.com,73,https://twitter.com/Nature?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Nature,NA,1,NA,NA,NA,NA,NA,Nature.com.html,News Media,checked0,checked1,301,checked0,checked0,NA,Low or Initial Rating
Nautilus Quarterly,,https://www.allsides.com/news-source/nautilus-quarterly-media-bias,https://nautil.us/,73,https://twitter.com/NautilusMag?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,NautilusMag,NA,1,NA,NA,NA,NA,NA,Nautilus Quarterly.html,News Media,checked0,checked0,37,checked0,checked0,NA,Low or Initial Rating
NBC News (Online),LEFT-CENTER,https://www.allsides.com/news-source/nbc-news-media-bias,http://www.nbcnews.com,72,https://twitter.com/@NBCNews,NBCNews,NA,1,nbcnews,NA,NA,NA,NA,NBC News (Online).html,News Media,checked0,checked1,24387,checked0,checked1,Third-Party Analysis: 2014 Pew Research Center Study - Where News Audiences Fit on the Political Spectrum,Medium
NBC Today Show,LEFT-CENTER,https://www.allsides.com/news-source/nbc-today-show,http://www.today.com/,72,https://twitter.com/@TODAYshow,TODAYshow,NA,1,todayshow,NA,NA,NA,NA,NBC Today Show.html,News Media,checked0,checked1,3323,checked0,checked0,NA,na
Neal K. Katyal,,https://www.allsides.com/news-source/neal-k-katyal-media-bias,NA,72,https://twitter.com/neal_katyal?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,neal_katyal,NA,1,NA,NA,NA,NA,NA,Neal K. Katyal.html,Author,checked0,checked1,83,checked0,checked0,NA,Low or Initial Rating
