"","X.x","image","img_name_noext","clusterid","selected","tweet_id","X.y","author_id","text","created_at.x","location","name","username","actor","allsides_url","bias_rating","ideology"
"217",1298,"1063166767621644290.jpg","1063166767621644290",0,1,"1063166767621644290",198,1917731,"Kamala Harris: ""No question"" migrant caravan was politicized https://t.co/UCu0SO3bOP https://t.co/gV5oGDjFjG","2018-11-15T20:28:04.000Z","Washington, DC","The Hill","thehill","News Media","https://www.allsides.com/news-source/hill-media-bias",73,"Moderate"
"218",1307,"1054780549976506373.jpg","1054780549976506373",4,1,"1054780549976506373",423,1917731,"Pence: ""It’s inconceivable there are not people of Middle Eastern descent"" in migrant caravan https://t.co/TkJ2GoScLE https://t.co/J3kwuWjqvY","2018-10-23T17:04:14.000Z","Washington, DC","The Hill","thehill","News Media","https://www.allsides.com/news-source/hill-media-bias",73,"Moderate"
"219",1308,"1087717058425454593.jpg","1087717058425454593",3,1,"1087717058425454593",4154,14148802,"Is Tijuana prepared for the next caravan? https://t.co/C5Q5T7zb3f https://t.co/oU6BzBLLPw","2019-01-22T14:22:10.000Z","San Diego, CA","The San Diego Union-Tribune","sdut","News Media","https://www.allsides.com/news-source/san-diego-union-tribune-media-bias-0",72," Moderate
Liberal"
"220",1319,"1085134719904346120.jpg","1085134719904346120",1,1,"1085134719904346120",1513,15012486,"Another caravan of Central American migrants set out from Honduras Monday seeking to reach the U.S. border https://t.co/0Gu35VAGeG https://t.co/VxuG8YE78H","2019-01-15T11:20:52.000Z","New York, NY","CBS News","CBSNews","News Media","https://www.allsides.com/news-source/cbs-news-media-bias",72," Moderate
Liberal"
"221",1326,"1217550410862354432_2.jpg","1217550410862354432_2",1,1,"1217550410862354432",5056,1209936918,"Thousands Of People Attempting To Form Migrant Caravan In Honduras https://t.co/G0PrYhFNYB #OANN https://t.co/EXPwkrD2p5","2020-01-15T20:53:33.000Z",NA,"One America News","OANN","News Media","https://www.allsides.com/news-source/one-america-news-network-media-bias",75,"Very
Conservative"
"222",1327,"1070688339362222082.jpg","1070688339362222082",2,1,"1070688339362222082",4435,39308549,"Woman Gives Birth One Day After Crossing The Border Illegally https://t.co/Go98xPjbUQ https://t.co/Mcy81SXPQe","2018-12-06T14:36:07.000Z","Washington, DC","Daily Caller","DailyCaller","News Media","https://www.allsides.com/news-source/daily-caller",75,"Very
Conservative"
"223",1338,"1059820717640839169.jpg","1059820717640839169",1,1,"1059820717640839169",5243,1209936918,"Migrant caravan arrives in Mexico City - https://t.co/ElhvWkSPkH #OANN https://t.co/aB1XBzMQT2","2018-11-06T14:52:04.000Z",NA,"One America News","OANN","News Media","https://www.allsides.com/news-source/one-america-news-network-media-bias",75,"Very
Conservative"
"224",1349,"1055642950343053313.jpg","1055642950343053313",4,1,"1055642950343053313",5354,17469289,"Trump calls migrant caravan a ‘national emergency’ https://t.co/p7Zn46ymBc https://t.co/6OSpjtC18i","2018-10-26T02:11:06.000Z","New York, NY","New York Post","nypost","News Media","https://www.allsides.com/news-source/new-york-post",74,"Moderate
Conservative"
"225",1355,"1348080130242048000.jpg","1348080130242048000",3,1,"1348080130242048000",4828,1517872886,"CBP commissioner to migrant caravan: “Do not waste your time and money”, it will be stopped https://t.co/eP3Xom7NXW https://t.co/kPAZf1qj1Q","2021-01-10T01:32:03.000Z","OFFICIAL","HotAir.com","hotairblog","News Media","https://www.allsides.com/news-source/hotair",74,"Moderate
Conservative"
"226",1357,"1057879683117723648.jpg","1057879683117723648",1,1,"1057879683117723648",4945,16550142,"A second migrant caravan of 2,000 is moving through southern Mexico https://t.co/egdiTLH4RL https://t.co/wdRMf40xCN","2018-11-01T06:19:05.000Z","Indianapolis, IN","IndyStar","indystar","News Media","https://www.allsides.com/news-source/indystar-media-bias",73,"Moderate"
"227",1360,"981627267074977798.jpg","981627267074977798",1,1,"981627267074977798",1466,749016639287414784,"‘Migrant Caravan’ is an Act of Aggression https://t.co/tRqdUIISLp https://t.co/o4k1SQps2o","2018-04-04T20:19:12.000Z","Hearts & Minds","American Greatness","theamgreatness","News Media","https://www.allsides.com/news-source/american-greatness-media-bias",75,"Very
Conservative"
"228",1367,"1058406382188281856.jpg","1058406382188281856",4,1,"1058406382188281856",2059,29465136,"Ted Cruz Baselessly Accuses Beto O’Rourke of Illegally Funding Migrant Caravan https://t.co/mbzAl9QiWq https://t.co/Nt3nYPjKyd","2018-11-02T17:12:00.000Z","New York, NY","Mediaite","Mediaite",NA,NA,NA,NA
"229",1376,"1053440613172035584.jpg","1053440613172035584",0,1,"1053440613172035584",1728,15012486,"Migrant caravan to U.S. faced Mexican riot police and pepper spray https://t.co/rDOuCGfWPH https://t.co/GuDyisVoTQ","2018-10-20T00:19:48.000Z","New York, NY","CBS News","CBSNews","News Media","https://www.allsides.com/news-source/cbs-news-media-bias",72," Moderate
Liberal"
"230",1377,"1065983348823207936.jpg","1065983348823207936",1,1,"1065983348823207936",5172,2884771,"Tijuana mayor calls on world to step in on migrant caravan ""crisis"" https://t.co/048B95i9fG https://t.co/imhGxjUrUv","2018-11-23T15:00:10.000Z","New York, NY","Newsweek","Newsweek","News Media","https://www.allsides.com/news-source/newsweek",73,"Moderate"
"231",1380,"989149600236916737.jpg","989149600236916737",1,1,"989149600236916737",5500,2884771,"The migrant caravan has arrived at a Mexican border city to claim asylum in the U.S.  https://t.co/64RciGCf5e https://t.co/T0prjaNnhA","2018-04-25T14:30:16.000Z","New York, NY","Newsweek","Newsweek","News Media","https://www.allsides.com/news-source/newsweek",73,"Moderate"
"232",1387,"990950288503787520_2.jpg","990950288503787520_2",1,1,"990950288503787520",1406,110396781,"Members of a Central American migrant caravan slept outside the San Diego border crossing in Mexico last night after U.S. officials told them the facility was full.

The group - which includes women, children and transgender individuals - are trying to seek asylum in the U.S. https://t.co/zAXqW2syUo","2018-04-30T13:45:34.000Z",NA,"AJ+","ajplus","News Media","https://www.allsides.com/news-source/aj-media-bias",71,"  Very
Liberal"
"233",1397,"1059430184678502400.jpg","1059430184678502400",1,1,"1059430184678502400",5249,2884771,"First migrant caravan reaches Mexico City as U.S. troops lay barbed wire at border https://t.co/gYm8XHfj2P https://t.co/XEZVOvK6rw","2018-11-05T13:00:13.000Z","New York, NY","Newsweek","Newsweek","News Media","https://www.allsides.com/news-source/newsweek",73,"Moderate"
"234",1399,"991965618885877762.jpg","991965618885877762",1,1,"991965618885877762",5480,2884771,"Jeff Sessions says migrant caravan is ""not my problem,"" as he sends dozens of prosecutors, judges to border https://t.co/5Kz2zDYiy6 https://t.co/u6s9citm4B","2018-05-03T09:00:08.000Z","New York, NY","Newsweek","Newsweek","News Media","https://www.allsides.com/news-source/newsweek",73,"Moderate"
"235",1404,"1068613803250802689.jpg","1068613803250802689",0,1,"1068613803250802689",4194,15164565,"Two days inside the caravan: https://t.co/CmkCqOojAw https://t.co/iJnSUdE6Yo","2018-11-30T21:12:39.000Z",NA,"Slate","Slate","News Media","https://www.allsides.com/news-source/slate",71,"  Very
Liberal"
"236",1405,"980915311057793024.jpg","980915311057793024",3,1,"980915311057793024",3102,16935292,"Trump Calls for Immigration Crackdown as Migrant Caravan Heads for U.S. https://t.co/PcmaTbkGua https://t.co/PLHL94681K","2018-04-02T21:10:09.000Z","New York","Democracy Now!","democracynow",NA,NA,NA,NA
"237",1406,"1055560753409867776.jpg","1055560753409867776",1,1,"1055560753409867776",4293,15164565,"Trump’s migrant caravan statement is contradicted by actual immigration law https://t.co/qFMNRWKfeO https://t.co/VjjlVTQhU6","2018-10-25T20:44:29.000Z",NA,"Slate","Slate","News Media","https://www.allsides.com/news-source/slate",71,"  Very
Liberal"
"238",1420,"1059683811812872192.jpg","1059683811812872192",0,1,"1059683811812872192",1604,15012486,"McCaskill tries to have it both ways on immigration while in neck-and-neck battle for her seat https://t.co/8xIYd0YgUU https://t.co/RvSqtrvBjT","2018-11-06T05:48:03.000Z","New York, NY","CBS News","CBSNews","News Media","https://www.allsides.com/news-source/cbs-news-media-bias",72," Moderate
Liberal"
"239",1422,"1057030584839626754.jpg","1057030584839626754",1,1,"1057030584839626754",5321,2884771,"EXCLUSIVE: U.S. military will have a force up to 14,000 troops, many armed, ready to tackle migrant caravan at the Mexico border https://t.co/tapui7QrV8 https://t.co/h38cpQKQPY","2018-10-29T22:05:04.000Z","New York, NY","Newsweek","Newsweek","News Media","https://www.allsides.com/news-source/newsweek",73,"Moderate"
"240",1423,"1077962278463524865_1.jpg","1077962278463524865_1",0,1,"1077962278463524865",2339,16012783,"From the migrant caravan to the raging fires in California, 2018 was a whirlwind of breaking news and excellent photography. See more stunning pics here: https://t.co/vQyWmdanqE https://t.co/mbsEmRvKHK","2018-12-26T16:20:09.000Z","New York, NY","The Daily Beast","thedailybeast","News Media","https://www.allsides.com/news-source/daily-beast-media-bias",71,"  Very
Liberal"
"241",1433,"1088860664532164609.jpg","1088860664532164609",1,1,"1088860664532164609",5071,1209936918,"Migrant caravan reaches Veracruz, Mexico - https://t.co/knXnXyuiez #OANN #MigrantCaravan https://t.co/olxZe755Qx","2019-01-25T18:06:27.000Z",NA,"One America News","OANN","News Media","https://www.allsides.com/news-source/one-america-news-network-media-bias",75,"Very
Conservative"
"242",1434,"990941350899208193.jpg","990941350899208193",1,1,"990941350899208193",1881,7309052,"Migrant caravan arrives at U.S. border, despite Trump’s threats https://t.co/IXHBNaFeQw https://t.co/diNwYz6Bq5","2018-04-30T13:10:03.000Z","New York City","Yahoo News","YahooNews","News Media","https://www.allsides.com/news-source/yahoo-news-media-bias",72," Moderate
Liberal"
"243",1435,"1337121187349094400.jpg","1337121187349094400",1,1,"1337121187349094400",1032,4970411,"Migrant caravan sets off for US from Honduras amid new crackdown to step immigration from Central America https://t.co/IKyNky38cj https://t.co/qGPMu1wBqL","2020-12-10T19:45:08.000Z","Doha, Qatar","Al Jazeera English","AJEnglish","News Media","https://www.allsides.com/news-source/al-jazeera-media-bias",72," Moderate
Liberal"
"244",1456,"989449011424874497.jpg","989449011424874497",1,1,"989449011424874497",1783,15012486,"About 130 Central Americans have arrived at the U.S. border with Mexico in a ""caravan"" of asylum-seeking immigrants that has drawn the fury of President Trump: https://t.co/ecVXbHCk0r https://t.co/osWXBbYKQQ","2018-04-26T10:20:02.000Z","New York, NY","CBS News","CBSNews","News Media","https://www.allsides.com/news-source/cbs-news-media-bias",72," Moderate
Liberal"
"245",1470,"1055244860817657856.jpg","1055244860817657856",2,1,"1055244860817657856",5373,298158534,"The migrant caravan is just making our borders stronger https://t.co/XMtKioqQUm https://t.co/JwG4KFFMYF","2018-10-24T23:49:14.000Z","New York, New York","NY Post Opinion","NYPostOpinion","News Media","https://www.allsides.com/news-source/new-york-post-opinion-media-bias",75,"Very
Conservative"
"246",1474,"988525440099897345.jpg","988525440099897345",1,1,"988525440099897345",4372,2884771,"Trump brands migrant caravan a ""disgrace,"" orders Homeland Security officials to turn away immigrants https://t.co/7VbXIwjoIz https://t.co/q7VcpKvTLm","2018-04-23T21:10:05.000Z","New York, NY","Newsweek","Newsweek","News Media","https://www.allsides.com/news-source/newsweek",73,"Moderate"
"247",1478,"1031767890557583361.jpg","1031767890557583361",0,1,"1031767890557583361",2241,14173315,"WATCH: Magdiel Lopez came to the U.S. with his wife and young child as a part of the migrant caravan. After crossing the border, he was separated from them in immigration detention. https://t.co/lMDbsi6kSz https://t.co/SOJDPFBEYZ","2018-08-21T05:00:09.000Z","New York, NY","NBC News","NBCNews","News Media","https://www.allsides.com/news-source/nbc-news-media-bias",72," Moderate
Liberal"
"248",1481,"1054807433284145152.jpg","1054807433284145152",3,1,"1054807433284145152",2153,27027979,"2,100 mostly unarmed Guard troops on border as Trump vows to send more to stop migrant caravan. https://t.co/cMTkT80Gsz https://t.co/QNU7SQHrfK","2018-10-23T18:51:04.000Z",NA,"Military Times","MilitaryTimes","News Media","https://www.allsides.com/news-source/military-times-media-bias",73,"Moderate"
"249",1482,"1312093878607114241.jpg","1312093878607114241",0,1,"1312093878607114241",3362,1652541,"Mexican president sees U.S. election link to migrant caravan https://t.co/t2N2xi0eOR https://t.co/UKZZGwhCmt","2020-10-02T18:15:32.000Z","Around the world","Reuters","Reuters","News Media","https://www.allsides.com/news-source/reuters",73,"Moderate"
"250",1492,"1056855723525718019.jpg","1056855723525718019",1,1,"1056855723525718019",5328,2884771,"Honduran migrant traveling with caravan to the U.S. dies in border clash with Mexican police https://t.co/Pbtj3vxHiW https://t.co/zxpxIADTfu","2018-10-29T10:30:14.000Z","New York, NY","Newsweek","Newsweek","News Media","https://www.allsides.com/news-source/newsweek",73,"Moderate"
"251",1500,"991819660961239040.jpg","991819660961239040",1,1,"991819660961239040",2269,14173315,"The caravan of migrants seeking asylum in the U.S. reached the border at the end of a grueling monthslong journey that took them up through Mexico to the city of Tijuana.

Follow the migrant caravan's journey to the U.S. in this interactive experience: https://t.co/bU9awr6zEG https://t.co/zzjJc0UU5Q","2018-05-02T23:20:08.000Z","New York, NY","NBC News","NBCNews","News Media","https://www.allsides.com/news-source/nbc-news-media-bias",72," Moderate
Liberal"
"252",1507,"1054379379244130304.jpg","1054379379244130304",3,1,"1054379379244130304",5436,2884771,"Donald Trump claims without evidence that ""unknown Middle Easterners"" are part of migrant caravan https://t.co/jAKowTCexc https://t.co/f2ufZJpcqg","2018-10-22T14:30:08.000Z","New York, NY","Newsweek","Newsweek","News Media","https://www.allsides.com/news-source/newsweek",73,"Moderate"
"253",1509,"991603972866740225.jpg","991603972866740225",2,1,"991603972866740225",1763,15012486,"A closer look at the migrant ""caravan"" at the border – what is it, and what comes next? https://t.co/9exfU3Ykuq https://t.co/pn61S2DI9k","2018-05-02T09:03:04.000Z","New York, NY","CBS News","CBSNews","News Media","https://www.allsides.com/news-source/cbs-news-media-bias",72," Moderate
Liberal"
"254",1513,"987098537904295936.jpg","987098537904295936",2,1,"987098537904295936",4374,2884771,"The migrant caravan heading to the U.S. won't stop until it reaches the border  https://t.co/tYDdjXTEeI https://t.co/qDKfFbAlyJ","2018-04-19T22:40:05.000Z","New York, NY","Newsweek","Newsweek","News Media","https://www.allsides.com/news-source/newsweek",73,"Moderate"
"255",1517,"1053571529622151170.jpg","1053571529622151170",2,1,"1053571529622151170",1351,4970411,"A Honduran caravan of migrants and refugees making its way to the US was stopped at the Mexico-Guatemala border https://t.co/I0nnAzdSgT https://t.co/Vac0dfo4Q2","2018-10-20T09:00:01.000Z","Doha, Qatar","Al Jazeera English","AJEnglish","News Media","https://www.allsides.com/news-source/al-jazeera-media-bias",72," Moderate
Liberal"
"256",1520,"1062800628387401728.jpg","1062800628387401728",2,1,"1062800628387401728",2028,82689705,"The media acknowledges that Trump duped the media with the migrant caravan. https://t.co/60yeqrAEXu https://t.co/N2bIv1xoVM","2018-11-14T20:13:10.000Z","New York, NY","The New Republic","newrepublic","News Media","https://www.allsides.com/news-source/new-republic",71,"  Very
Liberal"
"257",1528,"1054101702012493826.jpg","1054101702012493826",1,1,"1054101702012493826",4634,95431448,"A growing throng of Central American migrants resumed their advance toward the US border in southern Mexico on Sunday, overwhelming Mexican government attempts to stop them at the border. https://t.co/GxhKRhaYMF https://t.co/TOV8BnAIRE","2018-10-21T20:06:44.000Z","Boston, MA","The Boston Globe","BostonGlobe","News Media","https://www.allsides.com/news-source/boston-globe",71,"  Very
Liberal"
"258",1530,"1060937009269739520.jpg","1060937009269739520",2,1,"1060937009269739520",4724,2992751,"500 from migrant caravan leave Mexico City for U.S. border https://t.co/K8fhybtPTH https://t.co/pXxRLY930X","2018-11-09T16:47:48.000Z","Portland, Oregon","The Oregonian","Oregonian","News Media","https://www.allsides.com/news-source/oregonian-media-bias",73,"Moderate"
"259",1542,"1064676670920163329.jpg","1064676670920163329",1,1,"1064676670920163329",5191,62872266,"Americans are divided on whether the immigrant caravan is a ​threat to the United States. https://t.co/tn4YvY5CqZ https://t.co/utE0ei5iUB","2018-11-20T00:27:53.000Z","Coachella Valley","The Desert Sun","MyDesert","News Media","https://www.allsides.com/news-source/palm-springs-desert-sun-media-bias",73,"Moderate"
"260",1550,"1054875132660011008.jpg","1054875132660011008",0,1,"1054875132660011008",979,7309052,"No evidence backs up Trump’s claim of ‘unknown Middle Easterners' in migrant caravan https://t.co/K8rSqeZfhB by @hunterw https://t.co/vcWE2h60x8","2018-10-23T23:20:04.000Z","New York City","Yahoo News","YahooNews","News Media","https://www.allsides.com/news-source/yahoo-news-media-bias",72," Moderate
Liberal"
"261",1558,"1055451217218875396.jpg","1055451217218875396",1,1,"1055451217218875396",378,8736882,"Sickness, fear, harassment in Mexico whittle away at migrant caravan https://t.co/mR9NknSbRO https://t.co/W6VZna4uQ2","2018-10-25T13:29:14.000Z","Canada","The Globe and Mail","globeandmail","News Media","https://www.allsides.com/news-source/globe-and-mail-media-bias",73,"Moderate"
"262",1564,"1376933538612850690.jpg","1376933538612850690",1,1,"1376933538612850690",3336,1652541,"Migrant caravan of hundreds departs in Honduras for United States https://t.co/CfevESLQDm https://t.co/tTJS6OOVfx","2021-03-30T16:25:12.000Z","Around the world","Reuters","Reuters","News Media","https://www.allsides.com/news-source/reuters",73,"Moderate"
"263",1565,"1054184807326998528.jpg","1054184807326998528",3,1,"1054184807326998528",4326,15164565,"Migrant caravan grows as it continues push toward the United States. https://t.co/pUcYeLGmYJ https://t.co/qfBdvDs6eJ","2018-10-22T01:36:58.000Z",NA,"Slate","Slate","News Media","https://www.allsides.com/news-source/slate",71,"  Very
Liberal"
"264",1567,"1451999404425195535.jpg","1451999404425195535",3,1,"1451999404425195535",3321,1652541,"New migrant caravan in Mexico pushes past blockade to head north https://t.co/7Nrz8WvHcM https://t.co/fV6phWckfr","2021-10-23T19:50:09.000Z","Around the world","Reuters","Reuters","News Media","https://www.allsides.com/news-source/reuters",73,"Moderate"
"265",1576,"1057104326546595840.jpg","1057104326546595840",0,1,"1057104326546595840",326,1917731,"Trump: We will ""build tent cities"" for migrant caravan https://t.co/x1s9jmkJ4U https://t.co/Hhh9Hezsf6","2018-10-30T02:58:06.000Z","Washington, DC","The Hill","thehill","News Media","https://www.allsides.com/news-source/hill-media-bias",73,"Moderate"
"266",1580,"1062767906197397505.jpg","1062767906197397505",3,1,"1062767906197397505",202,8736882,"First group in migrant caravan arrives at U.S. border https://t.co/Gj9XxyE4LW https://t.co/gULMH1AHRx","2018-11-14T18:03:08.000Z","Canada","The Globe and Mail","globeandmail","News Media","https://www.allsides.com/news-source/globe-and-mail-media-bias",73,"Moderate"
"267",1590,"1053299526948184064.jpg","1053299526948184064",1,1,"1053299526948184064",4337,14148802,"A migrant caravan heads for the border just in time for Trump to exploit it for the midterms https://t.co/ihI0YPM3d8 https://t.co/Im5PjrnHJY","2018-10-19T14:59:11.000Z","San Diego, CA","The San Diego Union-Tribune","sdut","News Media","https://www.allsides.com/news-source/san-diego-union-tribune-media-bias-0",72," Moderate
Liberal"
"268",1594,"1185612840889208835.jpg","1185612840889208835",3,1,"1185612840889208835",545,7309052,"One year on, migrant caravan leaves unexpected legacy https://t.co/eSlrJgKN5r https://t.co/7UN7JwJ6HB","2019-10-19T17:45:03.000Z","New York City","Yahoo News","YahooNews","News Media","https://www.allsides.com/news-source/yahoo-news-media-bias",72," Moderate
Liberal"
"269",1596,"1001958704038797312.jpg","1001958704038797312",1,1,"1001958704038797312",3006,1917731,"Transgender woman seeking asylum dies in ICE custody https://t.co/pbmVFXVqri https://t.co/NIpCxcy2Op","2018-05-30T22:49:05.000Z","Washington, DC","The Hill","thehill","News Media","https://www.allsides.com/news-source/hill-media-bias",73,"Moderate"
"270",1599,"1064460294217359360.jpg","1064460294217359360",0,1,"1064460294217359360",4881,16550142,"5 things you need to know Monday https://t.co/EjVXBwPKBQ https://t.co/psFsZ6dvuC","2018-11-19T10:08:05.000Z","Indianapolis, IN","IndyStar","indystar","News Media","https://www.allsides.com/news-source/indystar-media-bias",73,"Moderate"
"271",1600,"1054429706152501248.jpg","1054429706152501248",3,1,"1054429706152501248",1805,7309052,"Trump says migrant caravan includes 'unknown Middle Easterners,' offers no evidence https://t.co/ATBMXziPJx https://t.co/azUGRNwOgN","2018-10-22T17:50:06.000Z","New York City","Yahoo News","YahooNews","News Media","https://www.allsides.com/news-source/yahoo-news-media-bias",72," Moderate
Liberal"
"272",1609,"1182415550212911105.jpg","1182415550212911105",0,1,"1182415550212911105",3382,1652541,"‘Never show your face here again,’ gang members warned Luis Rodriguez and his first love, Bryan Claros, in El Salvador. The couple left town within the week, joining a migrant caravan headed to the U.S. Read more: https://t.co/95tyiMMCsj https://t.co/hHKRjZEK2i","2019-10-10T22:00:10.000Z","Around the world","Reuters","Reuters","News Media","https://www.allsides.com/news-source/reuters",73,"Moderate"
"273",1614,"1053367213694959616.jpg","1053367213694959616",3,1,"1053367213694959616",494,8736882,"Mexico moves to tackle migrant caravan after threat from Trump to close U.S. border https://t.co/bMLGhZwi62 https://t.co/4DjePoH541","2018-10-19T19:28:09.000Z","Canada","The Globe and Mail","globeandmail","News Media","https://www.allsides.com/news-source/globe-and-mail-media-bias",73,"Moderate"
"274",1621,"1056612401418825728.jpg","1056612401418825728",0,1,"1056612401418825728",896,14662354,"‘Do not come’: Homeland Security chief says migrant caravan is ‘not getting in’ https://t.co/LCfEQHUmpO https://t.co/sk3zxPX8Cn","2018-10-28T18:23:22.000Z","Washington, D.C.","The Washington Times","WashTimes","News Media","https://www.allsides.com/news-source/washington-times-bias",74,"Moderate
Conservative"
"275",1633,"991104920366518272.jpg","991104920366518272",1,1,"991104920366518272",1767,15012486,"After a month-long trek through Central America, nearly 200 migrants have set up an encampment in Tijuana. https://t.co/dMQxP1eBAw https://t.co/TtELQxBj8f","2018-05-01T00:00:01.000Z","New York, NY","CBS News","CBSNews","News Media","https://www.allsides.com/news-source/cbs-news-media-bias",72," Moderate
Liberal"
"276",1635,"1064934030406230017.jpg","1064934030406230017",1,1,"1064934030406230017",3162,9677372,"🎧 ON AIR: @KQEDForum 88.5 FM is checking in on the status of the migrant caravan and unpack what Trump's proposals could mean for U.S. asylum policy. What questions do you have? https://t.co/oTVLAFMiYR https://t.co/z5S1X1cF4E","2018-11-20T17:30:33.000Z","San Francisco, CA","KQED","KQED","News Media","https://www.allsides.com/news-source/kqed",73,"Moderate"
"277",1641,"1059074264534605824.jpg","1059074264534605824",3,1,"1059074264534605824",1619,7313362,"Tired and angry, the 4,000-strong caravan of Central American migrants traveling through Mexico has now split up into several groups https://t.co/fQtIM4vAHj https://t.co/TxO7XPoeuK","2018-11-04T13:25:55.000Z","Chicago, IL","Chicago Tribune","chicagotribune","News Media","https://www.allsides.com/news-source/chicago-tribune",73,"Moderate"
"278",1645,"1057327546663079936.jpg","1057327546663079936",2,1,"1057327546663079936",5309,2884771,"Exclusive: Leaked Documents show Trump administration was told ""only small percentage"" of caravan migrants would reach border https://t.co/LOfDVfypVX https://t.co/qqGCKkWoh5","2018-10-30T17:45:05.000Z","New York, NY","Newsweek","Newsweek","News Media","https://www.allsides.com/news-source/newsweek",73,"Moderate"
"279",1647,"1054847455395827713.jpg","1054847455395827713",4,1,"1054847455395827713",5400,2884771,"Mike Pence is repeating Donald Trump's conspiracy theories and falsehoods about the migrant caravan https://t.co/0PUrXc3hfn https://t.co/RMEGPY3vXv","2018-10-23T21:30:06.000Z","New York, NY","Newsweek","Newsweek","News Media","https://www.allsides.com/news-source/newsweek",73,"Moderate"
"280",1655,"990951023446376448.jpg","990951023446376448",2,1,"990951023446376448",5494,1209936918,"U.S. Officials Vow Tough Response if ‘Caravan’ Migrants Overrun Border - https://t.co/nPMV8s3nI6 #OANN https://t.co/OfQQrgPJmw","2018-04-30T13:48:29.000Z",NA,"One America News","OANN","News Media","https://www.allsides.com/news-source/one-america-news-network-media-bias",75,"Very
Conservative"
"281",1660,"1055526245444829184.jpg","1055526245444829184",3,1,"1055526245444829184",2744,2890961,"The migrant caravan's plight is a glimpse of our coming climate crisis https://t.co/dOLMHJdqJN https://t.co/zpqJhVKz8V","2018-10-25T18:27:22.000Z",NA,"Gizmodo","Gizmodo",NA,NA,NA,NA
"282",1664,"1059856603623669761.jpg","1059856603623669761",2,1,"1059856603623669761",4234,15164565,"The troops at the border won’t be patrolling or stopping anyone from entering, military clarifies: https://t.co/1hnDIZk03t https://t.co/GjVXPFL3kx","2018-11-06T17:14:40.000Z",NA,"Slate","Slate","News Media","https://www.allsides.com/news-source/slate",71,"  Very
Liberal"
"283",1667,"1052947910520918016.jpg","1052947910520918016",3,1,"1052947910520918016",2980,2361224263,"Mexico Says It Will Deport Any Migrant Caravan Members Who Enter Without Papers https://t.co/ycAwF5IouU https://t.co/pel9HGVgwR","2018-10-18T15:41:59.000Z","Washington, DC","The Daily Signal","DailySignal","News Media","https://www.allsides.com/news-source/daily-signal",75,"Very
Conservative"
"284",1672,"981182066485231618.jpg","981182066485231618",0,1,"981182066485231618",3293,16664681,"Migrant caravan raising concerns in U.S. takes break in Mexico https://t.co/8TabjY3hjj https://t.co/3eLdSsfNi7","2018-04-03T14:50:08.000Z","El Segundo, CA","Los Angeles Times","latimes","News Media","https://www.allsides.com/news-source/los-angeles-times-bias",72," Moderate
Liberal"
"285",1674,"1054474672375586818.jpg","1054474672375586818",3,1,"1054474672375586818",2180,14173315,"About 7,000 migrants who are part of a caravan headed toward the U.S.-Mexico border must make a decision: Stay in Mexico or continue traveling north. https://t.co/11OeV1kfDv (1/6) https://t.co/n2KFDhQjlf","2018-10-22T20:48:47.000Z","New York, NY","NBC News","NBCNews","News Media","https://www.allsides.com/news-source/nbc-news-media-bias",72," Moderate
Liberal"
"286",1676,"1219299008642002944.jpg","1219299008642002944",3,1,"1219299008642002944",3369,1652541,"U.S.-bound migrant caravan in tense standoff at border between Mexico and Guatemala https://t.co/rFWo02zsUc https://t.co/h7ABDiQCIi","2020-01-20T16:41:51.000Z","Around the world","Reuters","Reuters","News Media","https://www.allsides.com/news-source/reuters",73,"Moderate"
"287",1685,"1052983325126746112.jpg","1052983325126746112",0,1,"1052983325126746112",4811,14192680,"Trump threatens to use the military to secure the border against a Central American migrant caravan
https://t.co/tnPdm4AnPd https://t.co/kgpnLcaV76","2018-10-18T18:02:42.000Z","New Orleans, LA","NOLA.com","NOLAnews","News Media","https://www.allsides.com/news-source/times-picayune",73,"Moderate"
"288",1689,"1088716366587330560.jpg","1088716366587330560",3,1,"1088716366587330560",1505,15012486,"Migrant caravan grows as Mexico fast-tracks humanitarian visas https://t.co/OGYgHoy3v1 https://t.co/OKw7iD3eUR","2019-01-25T08:33:03.000Z","New York, NY","CBS News","CBSNews","News Media","https://www.allsides.com/news-source/cbs-news-media-bias",72," Moderate
Liberal"
"289",1694,"1349828656911290378.jpg","1349828656911290378",1,1,"1349828656911290378",3357,1652541,"COVID-19 tests: Central America's latest tool to stop migrant caravans https://t.co/4jvyHydBsD https://t.co/hiFKDBnhbl","2021-01-14T21:20:05.000Z","Around the world","Reuters","Reuters","News Media","https://www.allsides.com/news-source/reuters",73,"Moderate"
"290",1700,"1054813901311918080.jpg","1054813901311918080",4,1,"1054813901311918080",2152,20076659,"Huckabee on Migrant Caravan: ‘That’s Not an Immigration; That’s an Invasion’ https://t.co/DAHfBgb2Pw https://t.co/NWuLSbuXqd","2018-10-23T19:16:46.000Z","DC Metro Area","MediaResearchCenter","theMRC","News Media","https://www.allsides.com/news-source/media-research-center",75,"Very
Conservative"
"291",1707,"1063792475377147906.jpg","1063792475377147906",0,1,"1063792475377147906",3805,55355654,"At a soccer stadium in Mexico City, Central American migrants hope for an end to their journey.
https://t.co/yUUx6utNlH https://t.co/2r1nbueQur","2018-11-17T13:54:25.000Z","Washington, D.C.","ThinkProgress","thinkprogress","News Media","https://www.allsides.com/news-source/thinkprogress-bias",71,"  Very
Liberal"
